Topic,Name,url,date,isThreat,ThreatCount,isDisappointment,isDisappointment_reason,isComplain,isComplain_reason,isCritic,isCritic_reason,isAffect,isAffect_reason
8,8_gender_woman_empowerment_women,https://www.wto.org/english/news_e/sppl_e/sppl246_e.htm,2012-09-20,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
13,13_wipo_ip_health_medicine,https://www.wto.org/english/news_e/news13_e/trip_05jul13_e.htm,2013-07-05,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, but rather discusses global challenges and cooperation in pharmaceutical innovation."
4,4_aid_african_africa_afcfta,https://www.wto.org/english/news_e/news19_e/if_06jun19_e.htm,2019-06-06,False,0.0,no,The article does not mention any disappointments specifically related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
35,35_addendum_finding_format_summary,https://www.wto.org/english/news_e/news23_e/558r_e.htm,2023-08-16,,,,,,,,,,
116,116_pension_economies_chairman_election,https://www.wto.org/english/thewto_e/gcounc_e/meet_oct15_e.htm,2015-10-09,False,0.0,no,The article outlines the agenda of a WTO meeting without mentioning any specific countries' sentiments.,no,There are no mentions of complaints about the United States from other countries in the provided agenda.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it simply lists agenda items for a WTO meeting.
25,25_brunei_malaysia_macau_msar,https://www.wto.org/english/tratop_e/tpr_e/tp299_e.htm,2008-05-23,False,0.0,no,The article focuses on China's economic reforms and growth without mentioning the United States' viewpoints or disappointments.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, as it centers on China's economic policies and growth."
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news21_e/ddgae_03dec21_e.htm,2021-12-03,False,0.0,no,The article does not explicitly express any disappointment from the United States regarding WTO's actions or policies.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses broader WTO issues and transatlantic cooperation.
77,77_ua_gov_meconomy_str,https://www.wto.org/english/news_e/spno_e/spno23_e.htm,2022-03-02,False,0.0,no,The article does not mention the United States or express any disappointment towards it.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The WTO does not criticize the United States in the statement provided.,no,The article does not imply a need for policy change within the United States.
3,3_concluding_tprb_corrigenda_revisions,https://www.wto.org/english/tratop_e/tpr_e/tp457_e.htm,2017-07-07,False,0.0,no,"The article focuses on the review of the European Union's trade policies and practices, not on the United States.",no,There is no mention of complaints about the United States from other countries in the provided text.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses the European Union.
2,2_dsb_appellate_ruling_panel,https://www.wto.org/english/news_e/news22_e/disp_10oct22_e.htm,2022-10-10,False,0.0,no,The article does not mention the United States or its reactions.,no,There are no complaints about the United States mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
11,11_adjudication_litigation_satisfactory_consultations,https://www.wto.org/english/news_e/news18_e/ds539rfc_20feb18_e.htm,2018-02-20,True,2.0,no,The article does not express any sentiments of disappointment from the United States.,yes,"Korea has requested WTO consultations with the United States, challenging US laws and practices in anti-dumping and countervailing investigations.",no,The article does not mention any criticism from the WTO towards the United States.,yes,The request for consultations implies a need for the United States to reconsider its laws and practices regarding anti-dumping and countervailing investigations.
117,117_phl_makati_tara_bis,https://www.wto.org/english/news_e/news20_e/safe_phl_18feb20_e.htm,2020-02-18,False,0.0,no,The article does not mention any expressions of disappointment from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news13_e/ds458rfc_03may13_e.htm,2013-05-03,False,0.0,no,The article does not mention the United States or any expressions of disappointment from it.,no,"The article focuses on Cuba's request for consultations with Australia, not complaints about the United States.",no,There is no mention of criticism towards the United States from the WTO in the article.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news12_e/fac_11sep12_e.htm,2012-09-11,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
89,89_barometer_index_reading_trend,https://www.wto.org/english/news_e/news20_e/wtoi_19may20_e.htm,2020-05-20,False,0.0,no,The article does not specifically mention the United States or express disappointment with it.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses global trade impacts due to COVID-19.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news15_e/stat_03jul15_e.htm,2015-07-03,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses global trade data needs.
136,136_india_indian_pds_khullar,https://www.wto.org/english/tratop_e/tpr_e/tp283_crc_e.htm,2007-05-25,False,0.0,no,The article focuses on India's trade policies and does not mention the United States' disappointments.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain criticism of the United States from the WTO.,no,The article discusses India's economic and trade policies without implying a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news20_e/msmes_26jun20_e.htm,2020-06-26,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news13_e/ds471rfc_03dec13_e.htm,2013-12-03,True,2.0,no,The article does not mention any expressions of disappointment from the United States.,yes,"China has filed a request for consultations with the WTO regarding the United States' anti-dumping methodologies, indicating a complaint.",no,The article does not contain any direct criticism of the United States from the WTO.,yes,The filing of a dispute implies that China believes there is a need for a policy change within the United States regarding its anti-dumping methodologies.
154,154_wtodata_profile_mtn_ntm,https://www.wto.org/english/news_e/news19_e/publ_01jul19_e.htm,2019-07-02,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it focuses on global tariff and trade data.
125,125_colombia_arboleda_sergio_noguera,https://www.wto.org/english/tratop_e/tpr_e/tp472_crc_e.htm,2018-06-14,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
12,12_plastic_msme_pollution_convenor,https://www.wto.org/english/news_e/spra_e/spra227_e.htm,2018-06-27,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
46,46_vanuatu_tonga_samoa_fiji,https://www.wto.org/english/news_e/news11_e/acc__26oct11_e.htm,2011-10-26,False,0.0,no,The article does not mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
5,5_notice_airgram_oversee_officially,https://www.wto.org/english/news_e/news12_e/dsb_agenda_17dec12_e.htm,2012-12-17,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no mentions of complaints about the United States from other countries in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news11_e/353r_e.htm,2011-03-31,,,,,,,,,,
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news15_e/mark_19jun15_e.htm,2015-06-19,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
5,5_notice_airgram_oversee_officially,https://www.wto.org/english/news_e/news21_e/dsb_agenda_25jan21_e.htm,2021-01-25,False,0.0,no,The article only mentions the scheduling and agenda of a WTO Dispute Settlement Body meeting without expressing any sentiments.,no,There is no mention of complaints about the United States from other countries in the provided text.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, as it only discusses a meeting notice."
34,34_mongolia_panama_paraguay_peru,https://www.wto.org/english/tratop_e/tpr_e/tp317_crc_e.htm,2009-06-26,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
13,13_wipo_ip_health_medicine,https://www.wto.org/english/news_e/news13_e/trip_21jan13_e.htm,2013-01-21,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it focuses on a study launch event.
12,12_plastic_msme_pollution_convenor,https://www.wto.org/english/news_e/spra_e/spra151_e.htm,2016-12-09,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
32,32_donation_ireland_chf_dkk,https://www.wto.org/english/news_e/pres12_e/pr665_e.htm,2012-06-01,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news12_e/gc_rpt_03oct12_e.htm,2012-10-04,False,0.0,no,The article does not specifically mention any disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
28,28_mobile_satellite_services_supplier,https://www.wto.org/english/news_e/spra_e/spra294_e.htm,2019-11-14,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
7,7_bali_azevdo_roberto_think,https://www.wto.org/english/news_e/spra_e/spra57_e.htm,2015-05-19,False,0.0,no,The article does not mention any disappointments specifically related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
109,109_wt_omnibus_ds176_appropriations,https://www.wto.org/english/tratop_e/dispu_e/meet_22oct07_e.htm,2007-10-22,True,2.0,no,The article does not express any disappointments from the United States.,yes,"The article mentions requests for the establishment of panels by other countries against the United States, indicating complaints.",no,The article does not contain any direct criticism of the United States from the WTO.,yes,The requests for panels and reports imply that there are disputes that could necessitate policy changes within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news20_e/ddgaw_01oct20_e.htm,2020-10-01,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news05_e/dg_lamy_1sept05_e.htm,2005-09-01,False,0.0,no,The article does not specifically mention the United States or express disappointment.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news21_e/ds553apl_25jan21_e.htm,2021-01-22,False,0.0,no,The article does not mention any expressions of disappointment from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
108,108_gc_wt_bfa_xxiv,https://www.wto.org/english/thewto_e/gcounc_e/meet_may14_e.htm,2014-05-13,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
145,145_pakistan_tax_revival_pakistani,https://www.wto.org/english/news_e/spra_e/spra121_e.htm,2016-05-03,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
53,53_wills_santiago_unreported_overfishe,https://www.wto.org/english/news_e/news19_e/fish_18nov19_e.htm,2019-11-15,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
22,22_liechtenstein_poland_slovakia_costa,https://www.wto.org/english/tratop_e/tpr_e/tp384_crc_e.htm,2013-07-18,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
64,64_estonia_lithuania_donate_chf,https://www.wto.org/english/news_e/pres19_e/pr834_e.htm,2019-01-15,False,0.0,no,The article does not mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
51,51_ngr_cluster_fishing_fishery,https://www.wto.org/english/news_e/news19_e/fish_17jul19_e.htm,2019-07-17,False,0.0,no,The article does not specifically mention the United States or express any disappointments related to it.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
104,104_atpc_mrs_mme_khine,https://www.wto.org/english/news_e/news22_e/tech_04may22_e.htm,2022-04-25,False,0.0,no,The article focuses on a WTO training course for participants from least-developed countries and does not mention the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news08_e/trta_1dec08_e.htm,2008-12-03,,,,,,,,,,
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news23_e/envir_13jun23_e.htm,2023-06-16,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States specifically.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/sppl_e/sppl12_e.htm,2005-10-21,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
3,3_concluding_tprb_corrigenda_revisions,https://www.wto.org/english/tratop_e/tpr_e/tp488_e.htm,2019-05-24,False,0.0,no,"The article focuses on the trade policies and practices review of Trinidad and Tobago, not the United States.",no,There are no mentions of complaints about the United States from other countries in the provided text.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States as it is centered on Trinidad and Tobago.
32,32_donation_ireland_chf_dkk,https://www.wto.org/english/news_e/pres23_e/pr916_e.htm,2023-01-13,False,0.0,no,The article does not mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news09_e/tpr_13jul09_e.htm,2009-07-13,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any direct criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States specifically.
1,1_university_rtpc_essay_academic,https://www.wto.org/english/news_e/news17_e/tra_04dec17_e.htm,2017-11-24,False,0.0,no,The article does not mention any disappointments specifically related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news10_e/371r_e.htm,2010-11-15,,,,,,,,,,
10,10_amb_candidate_walker_accreditation,https://www.wto.org/english/news_e/news11_e/good_21mar11_e.htm,2011-03-21,True,1.0,yes,The United States expressed concerns over customs valuation problems in Ukraine and the new tariff system in Ecuador.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news10_e/trip_26oct10_e.htm,2010-10-27,,,,,,,,,,
2,2_dsb_appellate_ruling_panel,https://www.wto.org/english/news_e/news16_e/dsb_14oct16_e.htm,2016-10-14,,,,,,,,,,
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news10_e/rule_13jul10_e.htm,2010-07-13,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
1,1_university_rtpc_essay_academic,https://www.wto.org/english/news_e/news20_e/ypp_28jan20_e.htm,2020-01-28,False,0.0,no,The article does not mention any disappointments specifically related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
12,12_plastic_msme_pollution_convenor,https://www.wto.org/english/news_e/news20_e/ecom_26oct20_e.htm,2020-10-23,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
34,34_mongolia_panama_paraguay_peru,https://www.wto.org/english/tratop_e/tpr_e/tp426_crc_e.htm,2015-11-26,False,0.0,no,The article focuses on Thailand's trade policies and does not mention the United States specifically.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,"The article does not imply a need for policy change within the United States, as it centers on Thailand's trade policies."
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/sppl_e/sppl102_e.htm,2008-10-01,True,2.0,no,The article does not explicitly express disappointment in the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,yes,The article mentions a lack of financial regulation in the United States as a contributing factor to the financial crisis.,yes,The article implies a need for policy change within the United States by highlighting its role in the financial crisis due to inadequate financial regulation.
33,33_cotton_icac_benin_mali,https://www.wto.org/english/news_e/news14_e/agng_02dec14_e.htm,2014-11-28,,,,,,,,,,
34,34_mongolia_panama_paraguay_peru,https://www.wto.org/english/tratop_e/tpr_e/tp443_crc_e.htm,2016-07-28,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/sppl_e/sppl117_e.htm,2009-03-02,True,1.0,no,The article does not express any disappointment specifically towards the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain criticism of the United States from the WTO; it discusses broader issues of protectionism and the global economy.,yes,The article implies a need for policy change within the United States by discussing the negative impacts of protectionism and the importance of resisting isolationist measures.
17,17_fisheries_fish_fishing_subsidies,https://www.wto.org/english/news_e/news23_e/fish_10nov23_e.htm,2023-11-10,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
40,40_tnc_paragraph_shall_instruct,https://www.wto.org/english/news_e/news11_e/tnc_infstat_26jul11_e.htm,2011-07-26,False,0.0,no,The article does not specifically mention the United States or its disappointments regarding the WTO negotiations.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news08_e/agric_21nov08_e.htm,2008-11-21,False,0.0,no,The article does not specifically mention any disappointments from the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
80,80_ecuador_surcharge_payments_balance,https://www.wto.org/english/news_e/news15_e/bop_16oct15_e.htm,2015-10-16,False,0.0,no,The article does not mention the United States or its reactions to Ecuador's measures.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The WTO does not criticize the United States in the article.,no,The article does not imply a need for policy change within the United States.
3,3_concluding_tprb_corrigenda_revisions,https://www.wto.org/english/tratop_e/tpr_e/tp440_e.htm,2016-06-23,False,0.0,no,The article focuses on the trade policies and practices of Zambia and does not mention the United States.,no,There are no complaints about the United States mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
6,6_sps_tbt_animal_disease,https://www.wto.org/english/news_e/news22_e/tbt_16nov22_e.htm,2022-11-16,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/tratop_e/tpr_e/tp468_crc_e.htm,2018-03-28,False,0.0,no,The article does not specifically mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
12,12_plastic_msme_pollution_convenor,https://www.wto.org/english/news_e/news18_e/wtr_03oct18_e.htm,2018-10-03,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States; it discusses global trade and technology impacts.
18,18_tfa_tfaf_tradefacilitation_expedite,https://www.wto.org/english/news_e/news21_e/devel_12feb21_e.htm,2021-02-08,False,0.0,no,The article does not specifically mention the United States expressing disappointment.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news21_e/devel_19oct21_e.htm,2021-10-19,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news18_e/dgra_26oct18_e.htm,2018-10-25,False,0.0,no,The article does not mention any specific disappointments of the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
7,7_bali_azevdo_roberto_think,https://www.wto.org/english/news_e/news19_e/dgra_03jul19_e.htm,2019-07-03,False,0.0,no,The article does not mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
94,94_finland_eif_hannu_eur,https://www.wto.org/english/news_e/pres09_e/pr566_e.htm,2009-07-21,False,0.0,no,The article focuses on Finland's contributions to the WTO and does not mention the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
10,10_amb_candidate_walker_accreditation,https://www.wto.org/english/news_e/news21_e/mc12_07jun21_e.htm,2021-06-07,,,,,,,,,,
3,3_concluding_tprb_corrigenda_revisions,https://www.wto.org/english/tratop_e/tpr_e/tp365_e.htm,2012-06-28,False,0.0,no,The article focuses on the trade policies and practices of Colombia and does not mention the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States as it does not discuss the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news20_e/tpr_08sep20_e.htm,2020-09-08,False,0.0,no,The article does not express any disappointment towards the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
126,126_allocate_broadcast_hearing_oral,https://www.wto.org/english/news_e/news20_e/hear_ds353_05feb20_e.htm,2020-02-05,,,,,,,,,,
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news13_e/cdac_30oct13_e.htm,2013-10-30,True,1.0,no,The article does not mention any specific disappointments from the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,yes,"The proposal includes a call for the immediate elimination of any remaining export subsidies for cotton in developed countries, implying a need for policy change that could affect the United States."
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/news_e/news21_e/pf21_01oct21_e.htm,2021-09-30,False,0.0,no,The article does not mention any specific disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/thewto_e/minist_e/min05_e/min05_14dec_e.htm,2005-12-14,,,,,,,,,,
32,32_donation_ireland_chf_dkk,https://www.wto.org/english/news_e/pres18_e/pr826_e.htm,2018-12-03,False,0.0,no,The article does not mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
27,27_unaffiliate_appeal_appeals_geographic,https://www.wto.org/english/news_e/news17_e/ds477_11_478_11apl_17feb17_e.htm,2017-02-17,,,,,,,,,,
65,65_eur_donation_donate_angelos,https://www.wto.org/english/news_e/pres21_e/pr890_e.htm,2021-10-22,False,0.0,no,The article does not mention any disappointments from the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply that there is a need for a policy change within the United States.
3,3_concluding_tprb_corrigenda_revisions,https://www.wto.org/english/tratop_e/tpr_e/tp518_e.htm,2021-11-19,False,0.0,no,"The article focuses on the trade policies and practices review of Oman, not the United States.",no,There is no mention of complaints about the United States from other countries in the provided text.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States as it is centered on Oman's trade review.
-1,-1_pandemic_gatt_shall_panel,https://www.wto.org/english/thewto_e/gcounc_e/meet_may10_e.htm,2010-05-05,False,0.0,no,The article does not mention any specific disappointments from the United States.,no,There are no direct complaints about the United States from other countries mentioned in the article.,no,The article does not contain any criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
0,0_climate_environmental_food_energy,https://www.wto.org/english/news_e/news22_e/ddgag_18nov22_e.htm,2022-11-18,False,0.0,no,The article does not specifically mention any disappointments related to the United States.,no,There are no complaints about the United States from other countries mentioned in the article.,no,The article does not contain any direct criticism of the United States from the WTO.,no,The article does not imply a need for policy change within the United States.
